t1,t2,prop_low,prop_med,prop_high,recall_high,fp_rate_high,crit_in_high,non_in_high,prop_ok,fp_ok,p1,p2,reason
0.0138355083763599,0.17967018038034435,0.49333333333333335,0.3466666666666667,0.16,0.2,0.15384615384615385,2,10,False,False,50,85,
0.0138355083763599,0.20275903761386868,0.49333333333333335,0.36,0.14666666666666667,0.2,0.13846153846153847,2,9,False,True,50,86,
0.0138355083763599,0.23343122482299777,0.49333333333333335,0.37333333333333335,0.13333333333333333,0.2,0.12307692307692308,2,8,False,True,50,87,
0.0138355083763599,0.26595532894134527,0.49333333333333335,0.38666666666666666,0.12,0.2,0.1076923076923077,2,7,False,True,50,88,
0.0138355083763599,0.2861774861812591,0.49333333333333335,0.38666666666666666,0.12,0.2,0.1076923076923077,2,7,False,True,50,89,
0.0138355083763599,0.4081761717796342,0.49333333333333335,0.4,0.10666666666666667,0.2,0.09230769230769231,2,6,False,True,50,90,
0.0138355083763599,0.5290481948852543,0.49333333333333335,0.41333333333333333,0.09333333333333334,0.2,0.07692307692307693,2,5,False,True,50,91,
0.0138355083763599,0.6140420651435852,0.49333333333333335,0.4266666666666667,0.08,0.2,0.06153846153846154,2,4,False,True,50,92,
0.0138355083763599,0.6444703304767612,0.49333333333333335,0.4266666666666667,0.08,0.2,0.06153846153846154,2,4,False,True,50,93,
0.0138355083763599,0.7295469760894778,0.49333333333333335,0.44,0.06666666666666667,0.2,0.046153846153846156,2,3,False,True,50,94,
0.0138355083763599,0.7957825124263763,0.49333333333333335,0.4533333333333333,0.05333333333333334,0.2,0.03076923076923077,2,2,False,True,50,95,
0.0138355083763599,0.808075954914093,0.49333333333333335,0.4666666666666667,0.04,0.2,0.015384615384615385,2,1,False,True,50,96,
0.0138355083763599,0.8108203637599946,0.49333333333333335,0.4666666666666667,0.04,0.2,0.015384615384615385,2,1,False,True,50,97,
0.0138355083763599,0.8775306439399714,0.49333333333333335,0.48,0.02666666666666667,0.1,0.015384615384615385,1,1,False,True,50,98,
